CustomerID,Country,Recency,Frequency,MonetaryValue,R,F,M,RFMSegment,RFMScore,RFMLevel,Clusters
13954,United Kingdom,2,25,439.92,4,2,2,4.02.02.0,8,Silver,1
13955,United Kingdom,154,33,322.96,1,2,2,1.02.02.0,5,Bronze,0
13956,United Kingdom,5,147,1019.2700000000003,4,4,3,4.04.03.0,11,Gold,2
13959,United Kingdom,79,90,594.0399999999998,2,3,2,2.03.02.0,7,Silver,1
13960,United Kingdom,21,12,230.22,3,1,1,3.01.01.0,5,Bronze,0
13962,United Kingdom,22,11,169.55,3,1,1,3.01.01.0,5,Bronze,0
13963,United Kingdom,308,35,664.54,1,2,3,1.02.03.0,6,Silver,0
13967,United Kingdom,146,2,80.7,1,1,1,1.01.01.0,3,Bronze,0
13969,United Kingdom,7,619,9024.170000000002,4,4,4,4.04.04.0,12,Gold,2
13971,United Kingdom,19,149,2758.26,3,4,4,3.04.04.0,11,Gold,2
13972,United Kingdom,71,15,190.25000000000009,2,1,1,2.01.01.0,4,Bronze,0
13973,United Kingdom,287,11,264.7,1,1,1,1.01.01.0,3,Bronze,0
13974,United Kingdom,49,28,413.59,3,2,2,3.02.02.0,7,Silver,1
13975,United Kingdom,31,329,2461.2399999999993,3,4,4,3.04.04.0,11,Gold,2
13976,United Kingdom,207,10,357.9800000000001,1,1,2,1.01.02.0,4,Bronze,0
13978,United Kingdom,15,15,196.79,4,1,1,4.01.01.0,6,Silver,0
13979,United Kingdom,73,54,869.8700000000001,2,3,3,2.03.03.0,8,Silver,1
13980,United Kingdom,60,11,200.14000000000001,2,1,1,2.01.01.0,4,Bronze,0
13982,United Kingdom,39,111,1871.81,3,4,4,3.04.04.0,11,Gold,1
13983,United Kingdom,30,107,2603.43,3,4,4,3.04.04.0,11,Gold,2
13984,United Kingdom,27,16,920.5100000000001,3,1,3,3.01.03.0,7,Silver,1
13985,United Kingdom,4,349,7060.130000000006,4,4,4,4.04.04.0,12,Gold,2
13986,United Kingdom,17,13,320.46000000000004,4,1,2,4.01.02.0,7,Silver,0
13988,United Kingdom,20,234,4147.960000000001,3,4,4,3.04.04.0,11,Gold,2
13989,United Kingdom,66,41,1266.0799999999997,2,2,3,2.02.03.0,7,Silver,1
13990,United Kingdom,213,16,311.3,1,1,2,1.01.02.0,4,Bronze,0
13991,United Kingdom,12,82,852.88,4,3,3,4.03.03.0,10,Gold,1
13992,United Kingdom,30,5,76.8,3,1,1,3.01.01.0,5,Bronze,0
13993,United Kingdom,43,121,3466.36,3,4,4,3.04.04.0,11,Gold,2
13994,United Kingdom,4,148,2274.140000000001,4,4,4,4.04.04.0,12,Gold,2
13995,United Kingdom,15,86,1393.6899999999996,4,3,3,4.03.03.0,10,Gold,1
13999,United Kingdom,10,208,3901.8100000000036,4,4,4,4.04.04.0,12,Gold,2
14000,United Kingdom,211,15,635.6600000000001,1,1,2,1.01.02.0,4,Bronze,0
14001,United Kingdom,46,39,2043.08,3,2,4,3.02.04.0,9,Silver,1
14002,United Kingdom,134,47,529.73,2,3,2,2.03.02.0,7,Silver,1
14004,United Kingdom,43,171,4582.639999999999,3,4,4,3.04.04.0,11,Gold,2
14005,United Kingdom,10,84,2874.7200000000007,4,3,4,4.03.04.0,11,Gold,2
14006,United Kingdom,116,30,962.1899999999999,2,2,3,2.02.03.0,7,Silver,1
14009,United Kingdom,198,42,695.6099999999999,1,3,3,1.03.03.0,7,Silver,1
14012,United Kingdom,278,11,328.8,1,1,2,1.01.02.0,4,Bronze,0
14013,United Kingdom,110,34,473.02,2,2,2,2.02.02.0,6,Silver,1
14014,United Kingdom,77,39,505.18000000000006,2,2,2,2.02.02.0,6,Silver,1
14015,United Kingdom,53,20,917.34,2,2,3,2.02.03.0,7,Silver,1
14016,EIRE,162,161,4341.21,1,4,4,1.04.04.0,9,Silver,1
14019,United Kingdom,47,66,1421.6100000000004,3,3,3,3.03.03.0,9,Silver,1
14020,United Kingdom,17,39,642.8000000000001,4,2,2,4.02.02.0,8,Silver,1
14021,United Kingdom,155,22,631.9000000000001,1,2,2,1.02.02.0,5,Bronze,0
14022,United Kingdom,225,28,440.0,1,2,2,1.02.02.0,5,Bronze,0
14023,United Kingdom,7,31,584.0699999999998,4,2,2,4.02.02.0,8,Silver,1
14024,United Kingdom,122,16,327.7,2,1,2,2.01.02.0,5,Bronze,0
14027,United Kingdom,61,6,104.82000000000002,2,1,1,2.01.01.0,4,Bronze,0
14029,United Kingdom,63,15,467.65999999999997,2,1,2,2.01.02.0,5,Bronze,0
14030,United Kingdom,18,242,2358.8399999999997,4,4,4,4.04.04.0,12,Gold,2
14031,United Kingdom,7,250,17286.859999999997,4,4,4,4.04.04.0,12,Gold,2
14032,United Kingdom,2,143,2975.5900000000006,4,4,4,4.04.04.0,12,Gold,2
14034,United Kingdom,22,86,648.8900000000001,3,3,2,3.03.02.0,8,Silver,1
14035,United Kingdom,29,66,1428.0200000000002,3,3,3,3.03.03.0,9,Silver,1
14036,United Kingdom,285,38,626.6499999999999,1,2,2,1.02.02.0,5,Bronze,1
14037,United Kingdom,176,28,147.20000000000005,1,2,1,1.02.01.0,4,Bronze,0
14038,United Kingdom,78,92,1560.379999999999,2,3,3,2.03.03.0,8,Silver,1
14039,United Kingdom,33,6,152.2,3,1,1,3.01.01.0,5,Bronze,0
14040,United Kingdom,41,229,3560.3199999999997,3,4,4,3.04.04.0,11,Gold,2
14041,United Kingdom,266,21,141.41,1,2,1,1.02.01.0,4,Bronze,0
14044,United Kingdom,27,206,646.4199999999994,3,4,2,3.04.02.0,9,Silver,1
14045,United Kingdom,109,6,1659.75,2,1,4,2.01.04.0,7,Silver,0
14046,United Kingdom,284,14,154.98999999999998,1,1,1,1.01.01.0,3,Bronze,0
14047,United Kingdom,9,32,1308.61,4,2,3,4.02.03.0,9,Silver,1
14048,United Kingdom,305,85,409.9299999999999,1,3,2,1.03.02.0,6,Silver,1
14049,United Kingdom,17,478,5578.719999999996,4,4,4,4.04.04.0,12,Gold,2
14050,United Kingdom,32,54,746.3600000000001,3,3,3,3.03.03.0,9,Silver,1
14051,United Kingdom,1,210,15610.389999999989,4,4,4,4.04.04.0,12,Gold,2
14052,United Kingdom,20,56,225.35999999999993,3,3,1,3.03.01.0,7,Silver,1
14053,United Kingdom,124,4,260.25,2,1,1,2.01.01.0,4,Bronze,0
14054,United Kingdom,65,6,92.46,2,1,1,2.01.01.0,4,Bronze,0
14055,United Kingdom,106,10,725.6400000000001,2,1,3,2.01.03.0,6,Silver,0
14056,United Kingdom,1,1088,8152.709999999982,4,4,4,4.04.04.0,12,Gold,2
14057,United Kingdom,24,283,6211.660000000002,3,4,4,3.04.04.0,11,Gold,2
14059,United Kingdom,267,8,183.59999999999997,1,1,1,1.01.01.0,3,Bronze,0
14060,United Kingdom,5,202,6140.419999999998,4,4,4,4.04.04.0,12,Gold,2
14062,United Kingdom,10,111,10444.75,4,4,4,4.04.04.0,12,Gold,2
14064,United Kingdom,29,77,1261.98,3,3,3,3.03.03.0,9,Silver,1
14066,United Kingdom,267,7,152.55,1,1,1,1.01.01.0,3,Bronze,0
14067,United Kingdom,64,52,374.69999999999993,2,3,2,2.03.02.0,7,Silver,1
14068,United Kingdom,320,24,265.85,1,2,1,1.02.01.0,4,Bronze,0
14071,United Kingdom,4,323,1437.5700000000027,4,4,3,4.04.03.0,11,Gold,2
14073,United Kingdom,32,13,151.04,3,1,1,3.01.01.0,5,Bronze,0
14075,United Kingdom,5,43,942.2599999999998,4,3,3,4.03.03.0,10,Gold,2
14076,United Kingdom,129,44,118.66999999999997,2,3,1,2.03.01.0,6,Silver,0
14077,United Kingdom,41,42,499.41999999999996,3,3,2,3.03.02.0,8,Silver,1
14078,United Kingdom,102,65,1049.3700000000003,2,3,3,2.03.03.0,8,Silver,1
14079,United Kingdom,125,12,375.09999999999997,2,1,2,2.01.02.0,5,Bronze,0
14080,United Kingdom,33,4,45.599999999999994,3,1,1,3.01.01.0,5,Bronze,0
14081,United Kingdom,302,150,921.62,1,4,3,1.04.03.0,8,Silver,1
14082,United Kingdom,365,29,182.24999999999997,1,2,1,1.02.01.0,4,Bronze,0
14083,United Kingdom,4,177,1002.8999999999999,4,4,3,4.04.03.0,11,Gold,2
14085,United Kingdom,2,448,4421.289999999997,4,4,4,4.04.04.0,12,Gold,2
14087,United Kingdom,3,68,191.47,4,3,1,4.03.01.0,8,Silver,1
14088,United Kingdom,10,589,50491.81,4,4,4,4.04.04.0,12,Gold,2
14089,United Kingdom,57,13,158.75,2,1,1,2.01.01.0,4,Bronze,0
14090,United Kingdom,325,1,76.32000000000001,1,1,1,1.01.01.0,3,Bronze,0
14092,United Kingdom,8,214,4076.910000000003,4,4,4,4.04.04.0,12,Gold,2
14093,United Kingdom,12,100,433.85999999999996,4,4,2,4.04.02.0,10,Gold,1
14096,United Kingdom,4,5111,56912.799999999654,4,4,4,4.04.04.0,12,Gold,2
14098,United Kingdom,37,21,147.34999999999997,3,2,1,3.02.01.0,6,Silver,0
14099,United Kingdom,16,250,3104.1700000000005,4,4,4,4.04.04.0,12,Gold,2
14100,United Kingdom,138,25,191.95000000000002,2,2,1,2.02.01.0,5,Bronze,0
14101,United Kingdom,74,35,5444.29,2,2,4,2.02.04.0,8,Silver,1
14102,United Kingdom,5,58,1105.88,4,3,3,4.03.03.0,10,Gold,2
14104,United Kingdom,155,21,216.20999999999998,1,2,1,1.02.01.0,4,Bronze,0
14105,United Kingdom,239,74,1266.2300000000002,1,3,3,1.03.03.0,7,Silver,1
14107,United Kingdom,52,123,2703.23,2,4,4,2.04.04.0,10,Gold,1
14108,United Kingdom,31,34,597.9100000000001,3,2,2,3.02.02.0,7,Silver,1
14109,United Kingdom,73,9,144.2,2,1,1,2.01.01.0,4,Bronze,0
14110,United Kingdom,4,155,5683.149999999999,4,4,4,4.04.04.0,12,Gold,2
14111,United Kingdom,14,10,692.85,4,1,3,4.01.03.0,8,Silver,1
14112,United Kingdom,23,160,2915.1499999999974,3,4,4,3.04.04.0,11,Gold,2
14113,United Kingdom,4,34,1840.4200000000005,4,2,4,4.02.04.0,10,Gold,2
14114,United Kingdom,274,15,386.53,1,1,2,1.01.02.0,4,Bronze,0
14116,United Kingdom,20,72,1382.7400000000002,3,3,3,3.03.03.0,9,Silver,1
14117,United Kingdom,144,3,90.0,1,1,1,1.01.01.0,3,Bronze,0
14121,United Kingdom,4,159,2780.1499999999996,4,4,4,4.04.04.0,12,Gold,2
14124,United Kingdom,84,5,419.58000000000004,2,1,2,2.01.02.0,5,Bronze,0
14125,United Kingdom,11,166,2720.6300000000015,4,4,4,4.04.04.0,12,Gold,2
14126,United Kingdom,8,15,706.1300000000001,4,1,3,4.01.03.0,8,Silver,1
14127,United Kingdom,123,44,709.7099999999996,2,3,3,2.03.03.0,8,Silver,1
14128,United Kingdom,61,46,637.5000000000001,2,3,2,2.03.02.0,7,Silver,1
14129,United Kingdom,2,52,1123.86,4,3,3,4.03.03.0,10,Gold,2
14130,United Kingdom,319,66,480.90999999999997,1,3,2,1.03.02.0,6,Silver,1
14132,United Kingdom,2,200,3586.030000000001,4,4,4,4.04.04.0,12,Gold,2
14133,United Kingdom,130,28,605.6399999999999,2,2,2,2.02.02.0,6,Silver,1
14135,United Kingdom,2,134,4690.31,4,4,4,4.04.04.0,12,Gold,2
14138,United Kingdom,2,46,965.8800000000005,4,3,3,4.03.03.0,10,Gold,2
14139,United Kingdom,46,26,415.81999999999994,3,2,2,3.02.02.0,7,Silver,1
14140,United Kingdom,4,66,935.0499999999996,4,3,3,4.03.03.0,10,Gold,2
14141,United Kingdom,3,40,915.1300000000002,4,2,3,4.02.03.0,9,Silver,2
14142,United Kingdom,373,22,311.81000000000006,1,2,2,1.02.02.0,5,Bronze,0
14143,United Kingdom,134,7,115.8,2,1,1,2.01.01.0,4,Bronze,0
14145,United Kingdom,47,11,3742.2,3,1,4,3.01.04.0,8,Silver,1
14146,United Kingdom,9,210,4190.999999999999,4,4,4,4.04.04.0,12,Gold,2
14147,United Kingdom,78,5,483.4,2,1,2,2.01.02.0,5,Bronze,0
14148,United Kingdom,234,3,157.2,1,1,1,1.01.01.0,3,Bronze,0
14149,United Kingdom,221,28,446.62000000000006,1,2,2,1.02.02.0,5,Bronze,0
14150,United Kingdom,36,26,658.6400000000001,3,2,2,3.02.02.0,7,Silver,1
14152,United Kingdom,75,49,621.2900000000002,2,3,2,2.03.02.0,7,Silver,1
14154,United Kingdom,239,52,1345.6200000000003,1,3,3,1.03.03.0,7,Silver,1
14155,United Kingdom,266,6,118.75,1,1,1,1.01.01.0,3,Bronze,0
14156,EIRE,10,1395,116961.0199999998,4,4,4,4.04.04.0,12,Gold,2
14157,United Kingdom,20,46,424.89000000000016,3,3,2,3.03.02.0,8,Silver,1
14158,United Kingdom,40,41,507.66000000000014,3,2,2,3.02.02.0,7,Silver,1
14159,United Kingdom,20,1175,4630.349999999992,3,4,4,3.04.04.0,11,Gold,2
14161,United Kingdom,216,104,1097.6200000000001,1,4,3,1.04.03.0,8,Silver,1
14162,United Kingdom,174,25,289.36000000000007,1,2,1,1.02.01.0,4,Bronze,0
14163,United Kingdom,87,52,2445.9100000000008,2,3,4,2.03.04.0,9,Silver,1
14164,United Kingdom,71,29,1631.7700000000002,2,2,3,2.02.03.0,7,Silver,1
14165,United Kingdom,276,24,120.44,1,2,1,1.02.01.0,4,Bronze,0
14167,United Kingdom,39,50,562.5899999999999,3,3,2,3.03.02.0,8,Silver,1
14171,United Kingdom,98,58,363.78999999999996,2,3,2,2.03.02.0,7,Silver,1
14173,United Kingdom,11,29,450.84000000000003,4,2,2,4.02.02.0,8,Silver,1
14174,United Kingdom,33,26,134.46,3,2,1,3.02.01.0,6,Silver,0
14175,United Kingdom,60,149,3222.3000000000006,2,4,4,2.04.04.0,10,Gold,1
14176,United Kingdom,297,31,576.9,1,2,2,1.02.02.0,5,Bronze,0
14177,United Kingdom,86,41,549.46,2,2,2,2.02.02.0,6,Silver,1
14178,United Kingdom,9,318,1600.26,4,4,3,4.04.03.0,11,Gold,2
14179,United Kingdom,41,157,701.5699999999997,3,4,3,3.04.03.0,10,Gold,1
14180,United Kingdom,11,240,4748.519999999998,4,4,4,4.04.04.0,12,Gold,2
14184,United Kingdom,67,24,452.89,2,2,2,2.02.02.0,6,Silver,1
14185,United Kingdom,331,3,197.65,1,1,1,1.01.01.0,3,Bronze,0
14188,United Kingdom,31,65,2054.3599999999997,3,3,4,3.03.04.0,10,Gold,1
14189,United Kingdom,2,265,4654.079999999998,4,4,4,4.04.04.0,12,Gold,2
14191,United Kingdom,2,259,4684.760000000001,4,4,4,4.04.04.0,12,Gold,2
14193,United Kingdom,68,42,853.3900000000001,2,3,3,2.03.03.0,8,Silver,1
14194,United Kingdom,5,579,11349.519999999986,4,4,4,4.04.04.0,12,Gold,2
14195,United Kingdom,202,7,1011.9999999999998,1,1,3,1.01.03.0,5,Bronze,0
14196,United Kingdom,107,6,335.52,2,1,2,2.01.02.0,5,Bronze,0
14198,United Kingdom,18,39,701.3999999999999,4,2,3,4.02.03.0,9,Silver,1
14199,United Kingdom,218,2,185.39999999999998,1,1,1,1.01.01.0,3,Bronze,0
14201,United Kingdom,60,37,747.4399999999999,2,2,3,2.02.03.0,7,Silver,1
14204,United Kingdom,2,39,150.60999999999996,4,2,1,4.02.01.0,7,Silver,1
14205,United Kingdom,17,24,466.70000000000005,4,2,2,4.02.02.0,8,Silver,1
14206,United Kingdom,239,20,328.1599999999999,1,2,2,1.02.02.0,5,Bronze,0
14208,United Kingdom,95,10,151.73999999999998,2,1,1,2.01.01.0,4,Bronze,0
14209,United Kingdom,11,87,2073.4300000000003,4,3,4,4.03.04.0,11,Gold,2
14210,United Kingdom,106,102,1905.8400000000001,2,4,4,2.04.04.0,10,Gold,1
14211,United Kingdom,53,112,2241.1000000000004,2,4,4,2.04.04.0,10,Gold,1
14212,United Kingdom,90,9,1070.48,2,1,3,2.01.03.0,6,Silver,0
14214,United Kingdom,31,67,1004.3799999999997,3,3,3,3.03.03.0,9,Silver,1
14215,United Kingdom,12,108,1789.7200000000005,4,4,4,4.04.04.0,12,Gold,2
14216,United Kingdom,3,59,1839.3,4,3,4,4.03.04.0,11,Gold,2
14217,United Kingdom,2,100,2004.9800000000002,4,4,4,4.04.04.0,12,Gold,2
14218,United Kingdom,43,12,169.48000000000002,3,1,1,3.01.01.0,5,Bronze,0
14219,United Kingdom,4,7,89.94,4,1,1,4.01.01.0,6,Silver,0
14220,United Kingdom,247,21,632.4,1,2,2,1.02.02.0,5,Bronze,0
14221,United Kingdom,42,193,3432.7999999999993,3,4,4,3.04.04.0,11,Gold,2
14222,United Kingdom,177,41,683.17,1,2,3,1.02.03.0,6,Silver,1
14223,United Kingdom,92,60,991.13,2,3,3,2.03.03.0,8,Silver,1
14224,United Kingdom,110,113,1009.73,2,4,3,2.04.03.0,9,Silver,1
14226,United Kingdom,29,66,2214.79,3,3,4,3.03.04.0,10,Gold,1
14227,United Kingdom,26,175,3350.9600000000014,3,4,4,3.04.04.0,11,Gold,2
14229,United Kingdom,52,40,1547.2,2,2,3,2.02.03.0,7,Silver,1
14231,United Kingdom,184,50,925.71,1,3,3,1.03.03.0,7,Silver,1
14232,United Kingdom,43,115,2048.0700000000006,3,4,4,3.04.04.0,11,Gold,1
14233,United Kingdom,49,35,1462.7200000000007,3,2,3,3.02.03.0,8,Silver,1
14234,United Kingdom,22,147,754.1200000000003,3,4,3,3.04.03.0,10,Gold,1
14235,United Kingdom,75,79,3144.8599999999997,2,3,4,2.03.04.0,9,Silver,1
14236,United Kingdom,81,15,490.86,2,1,2,2.01.02.0,5,Bronze,0
14237,United Kingdom,373,9,161.00000000000003,1,1,1,1.01.01.0,3,Bronze,0
14238,United Kingdom,326,8,146.85,1,1,1,1.01.01.0,3,Bronze,0
14239,United Kingdom,43,112,2380.8500000000017,3,4,4,3.04.04.0,11,Gold,1
14240,United Kingdom,30,42,890.3400000000005,3,3,3,3.03.03.0,9,Silver,1
14241,United Kingdom,184,10,213.70000000000002,1,1,1,1.01.01.0,3,Bronze,0
14242,United Kingdom,235,16,280.55,1,1,1,1.01.01.0,3,Bronze,0
14243,United Kingdom,9,141,2588.769999999999,4,4,4,4.04.04.0,12,Gold,2
14245,United Kingdom,220,108,1693.4499999999996,1,4,4,1.04.04.0,9,Silver,1
14246,United Kingdom,111,75,1474.0600000000006,2,3,3,2.03.03.0,8,Silver,1
14247,United Kingdom,278,20,136.77,1,2,1,1.02.01.0,4,Bronze,0
14248,United Kingdom,318,8,302.58,1,1,1,1.01.01.0,3,Bronze,0
14250,United Kingdom,7,111,1904.0500000000002,4,4,4,4.04.04.0,12,Gold,2
14251,United Kingdom,2,78,2879.7000000000003,4,3,4,4.03.04.0,11,Gold,2
14256,United Kingdom,260,53,969.06,1,3,3,1.03.03.0,7,Silver,1
14257,United Kingdom,64,106,3099.72,2,4,4,2.04.04.0,10,Gold,1
14258,United Kingdom,9,111,12444.439999999997,4,4,4,4.04.04.0,12,Gold,2
14259,United Kingdom,142,5,120.0,2,1,1,2.01.01.0,4,Bronze,0
14261,United Kingdom,51,52,1163.4499999999998,3,3,3,3.03.03.0,9,Silver,1
14262,United Kingdom,8,143,2618.230000000001,4,4,4,4.04.04.0,12,Gold,2
14264,United Kingdom,155,17,333.97,1,1,2,1.01.02.0,4,Bronze,0
14265,Unspecified,109,31,530.18,2,2,2,2.02.02.0,6,Silver,1
14267,United Kingdom,163,55,1516.2399999999998,1,3,3,1.03.03.0,7,Silver,1
14270,United Kingdom,332,29,492.6499999999999,1,2,2,1.02.02.0,5,Bronze,0
14271,United Kingdom,226,10,112.32000000000002,1,1,1,1.01.01.0,3,Bronze,0
14272,United Kingdom,74,33,437.96000000000004,2,2,2,2.02.02.0,6,Silver,1
14273,United Kingdom,51,29,559.9700000000001,3,2,2,3.02.02.0,7,Silver,1
14276,United Kingdom,99,64,1119.7399999999998,2,3,3,2.03.03.0,8,Silver,1
14277,France,15,222,4188.000000000001,4,4,4,4.04.04.0,12,Gold,2
14280,United Kingdom,197,8,134.04,1,1,1,1.01.01.0,3,Bronze,0
14282,United Kingdom,3,154,3701.4400000000046,4,4,4,4.04.04.0,12,Gold,2
14284,United Kingdom,31,32,595.2500000000001,3,2,2,3.02.02.0,7,Silver,1
14285,United Kingdom,21,27,1910.0100000000004,3,2,4,3.02.04.0,9,Silver,1
14286,United Kingdom,24,280,4628.749999999998,3,4,4,3.04.04.0,11,Gold,2
14287,United Kingdom,8,9,176.63,4,1,1,4.01.01.0,6,Silver,0
14288,United Kingdom,213,16,426.6,1,1,2,1.01.02.0,4,Bronze,0
14289,United Kingdom,9,47,911.2599999999999,4,3,3,4.03.03.0,10,Gold,1
14290,United Kingdom,11,101,2314.6499999999996,4,4,4,4.04.04.0,12,Gold,2
14291,United Kingdom,2,237,3883.249999999998,4,4,4,4.04.04.0,12,Gold,2
14292,United Kingdom,8,100,4871.9299999999985,4,4,4,4.04.04.0,12,Gold,2
14293,United Kingdom,3,61,1046.5599999999993,4,3,3,4.03.03.0,10,Gold,2
14295,United Kingdom,40,5,166.2,3,1,1,3.01.01.0,5,Bronze,0
14297,United Kingdom,18,62,1305.3299999999997,4,3,3,4.03.03.0,10,Gold,1
14298,United Kingdom,8,1637,51427.75999999997,4,4,4,4.04.04.0,12,Gold,2
14299,United Kingdom,8,143,3965.6199999999953,4,4,4,4.04.04.0,12,Gold,2
14300,United Kingdom,19,3,43.2,3,1,1,3.01.01.0,5,Bronze,0
14301,United Kingdom,117,13,640.14,2,1,2,2.01.02.0,5,Bronze,0
14304,United Kingdom,223,17,383.45000000000005,1,1,2,1.01.02.0,4,Bronze,0
14305,United Kingdom,71,105,1858.9599999999998,2,4,4,2.04.04.0,10,Gold,1
14306,United Kingdom,51,33,2093.3199999999997,3,2,4,3.02.04.0,9,Silver,1
14307,United Kingdom,89,180,2995.7200000000007,2,4,4,2.04.04.0,10,Gold,1
14309,United Kingdom,8,117,2352.530000000001,4,4,4,4.04.04.0,12,Gold,2
14311,United Kingdom,243,20,310.26,1,2,2,1.02.02.0,5,Bronze,0
14312,United Kingdom,47,87,1611.5899999999995,3,3,3,3.03.03.0,9,Silver,1
14314,United Kingdom,107,8,120.0,2,1,1,2.01.01.0,4,Bronze,0
14315,United Kingdom,45,101,2481.129999999999,3,4,4,3.04.04.0,11,Gold,1
14317,United Kingdom,65,24,508.58,2,2,2,2.02.02.0,6,Silver,1
14320,United Kingdom,207,31,477.7900000000001,1,2,2,1.02.02.0,5,Bronze,0
14321,United Kingdom,11,123,1530.749999999999,4,4,3,4.04.03.0,11,Gold,2
14323,United Kingdom,115,36,605.0600000000002,2,2,2,2.02.02.0,6,Silver,1
14326,United Kingdom,242,8,183.85,1,1,1,1.01.01.0,3,Bronze,0
14327,United Kingdom,163,12,311.65000000000003,1,1,2,1.01.02.0,4,Bronze,0
14329,United Kingdom,17,258,4975.240000000003,4,4,4,4.04.04.0,12,Gold,2
14331,United Kingdom,124,28,462.65999999999997,2,2,2,2.02.02.0,6,Silver,0
14332,United Kingdom,23,25,840.2099999999998,3,2,3,3.02.03.0,8,Silver,1
14333,United Kingdom,68,15,415.2,2,1,2,2.01.02.0,5,Bronze,0
14334,United Kingdom,17,162,2552.2100000000005,4,4,4,4.04.04.0,12,Gold,2
14335,Germany,16,60,454.86,4,3,2,4.03.02.0,9,Silver,1
14336,United Kingdom,17,90,1614.9100000000008,4,3,3,4.03.03.0,10,Gold,1
14338,United Kingdom,161,31,588.2199999999999,1,2,2,1.02.02.0,5,Bronze,1
14339,United Kingdom,243,14,309.52,1,1,2,1.01.02.0,4,Bronze,0
14340,United Kingdom,219,6,134.7,1,1,1,1.01.01.0,3,Bronze,0
14341,United Kingdom,45,128,2166.9799999999987,3,4,4,3.04.04.0,11,Gold,1
14342,United Kingdom,21,21,668.5600000000002,3,2,3,3.02.03.0,8,Silver,1
14344,United Kingdom,127,71,889.9300000000002,2,3,3,2.03.03.0,8,Silver,1
14345,United Kingdom,39,6,108.97999999999999,3,1,1,3.01.01.0,5,Bronze,0
14346,United Kingdom,121,60,1021.5800000000002,2,3,3,2.03.03.0,8,Silver,1
14348,United Kingdom,260,18,409.57,1,2,2,1.02.02.0,5,Bronze,0
14349,United Kingdom,10,31,133.50000000000006,4,2,1,4.02.01.0,7,Silver,1
14350,United Kingdom,274,18,282.92999999999995,1,2,1,1.02.01.0,4,Bronze,0
14351,United Kingdom,165,1,51.0,1,1,1,1.01.01.0,3,Bronze,0
14352,United Kingdom,157,47,1078.96,1,3,3,1.03.03.0,7,Silver,1
14353,United Kingdom,215,6,90.6,1,1,1,1.01.01.0,3,Bronze,0
14354,United Kingdom,6,9,163.62,4,1,1,4.01.01.0,6,Silver,0
14355,United Kingdom,366,11,174.4,1,1,1,1.01.01.0,3,Bronze,0
14356,United Kingdom,80,33,701.23,2,2,3,2.02.03.0,7,Silver,1
14357,United Kingdom,43,40,225.12000000000012,3,2,1,3.02.01.0,6,Silver,1
14359,United Kingdom,19,55,912.1800000000002,3,3,3,3.03.03.0,9,Silver,1
14360,United Kingdom,32,117,2118.03,3,4,4,3.04.04.0,11,Gold,1
14362,United Kingdom,22,37,151.50000000000003,3,2,1,3.02.01.0,6,Silver,1
14364,United Kingdom,109,69,3717.349999999999,2,3,4,2.03.04.0,9,Silver,1
14367,United Kingdom,8,521,9227.820000000007,4,4,4,4.04.04.0,12,Gold,2
14368,United Kingdom,320,8,155.00000000000003,1,1,1,1.01.01.0,3,Bronze,0
14371,United Kingdom,295,4,100.5,1,1,1,1.01.01.0,3,Bronze,0
14373,United Kingdom,358,4,76.55,1,1,1,1.01.01.0,3,Bronze,0
14375,United Kingdom,185,66,235.56000000000003,1,3,1,1.03.01.0,5,Bronze,0
14377,United Kingdom,191,11,617.05,1,1,2,1.01.02.0,4,Bronze,0
14379,United Kingdom,44,46,348.1,3,3,2,3.03.02.0,8,Silver,1
14381,United Kingdom,52,56,202.6800000000001,2,3,1,2.03.01.0,6,Silver,1
14382,United Kingdom,26,126,615.4900000000001,3,4,2,3.04.02.0,9,Silver,1
14383,United Kingdom,38,59,1247.6899999999998,3,3,3,3.03.03.0,9,Silver,1
14385,United Kingdom,9,14,202.11,4,1,1,4.01.01.0,6,Silver,0
14386,United Kingdom,297,7,142.4,1,1,1,1.01.01.0,3,Bronze,0
14387,United Kingdom,33,139,1727.6000000000013,3,4,4,3.04.04.0,11,Gold,1
14388,United Kingdom,10,186,3212.8400000000015,4,4,4,4.04.04.0,12,Gold,2
14389,United Kingdom,65,45,1043.46,2,3,3,2.03.03.0,8,Silver,1
14390,United Kingdom,10,284,4642.570000000002,4,4,4,4.04.04.0,12,Gold,2
14393,United Kingdom,218,5,67.94999999999999,1,1,1,1.01.01.0,3,Bronze,0
14395,United Kingdom,2,348,3479.9100000000008,4,4,4,4.04.04.0,12,Gold,2
14396,United Kingdom,65,73,487.99,2,3,2,2.03.02.0,7,Silver,1
14397,United Kingdom,3,87,2612.960000000001,4,3,4,4.03.04.0,11,Gold,2
14400,United Kingdom,149,25,574.7,1,2,2,1.02.02.0,5,Bronze,0
14401,United Kingdom,4,182,4051.4799999999987,4,4,4,4.04.04.0,12,Gold,2
14403,United Kingdom,130,20,1475.8100000000002,2,2,3,2.02.03.0,7,Silver,1
14404,United Kingdom,34,100,1449.3200000000004,3,4,3,3.04.03.0,10,Gold,1
14406,United Kingdom,119,8,156.75,2,1,1,2.01.01.0,4,Bronze,0
14407,United Kingdom,107,73,2157.7299999999996,2,3,4,2.03.04.0,9,Silver,1
14408,United Kingdom,11,106,2599.03,4,4,4,4.04.04.0,12,Gold,2
14409,United Kingdom,71,54,2059.45,2,3,4,2.03.04.0,9,Silver,1
